id,novel_id,keyword_id,engagement
44,margan012,4,"Tradition vs. modernity is a key theme in Sunlight on a Broken Column and while it does show the ingress of modern science into a traditional community, it also shows various characters across social classes and religious backgrounds espousing various shades of belief in the supernatural. Various shades of belief are depicted in the novel, from the puritanical assertions of Zahra and Zahid, to the syncretic beliefs of the household which gives alms to the holy beggar Kamli Shah, who cries out for alms in the name of both Allah and Bhagwan. There are also degrees of superstition such as when Jumman refuses to take his wife to the hospital preferring a reading of the Quran as a way of driving out the evil spirit possessing her which is later revealed to have been tetanus. In general, religion is ever-present in the background as a lot of the older characters such as Baba Jan, Ustanji, Hajjan Bibi and Laila’s aunts spend a lot of their time praying or repeating the name of Allah. Even the younger characters such as Laila and Zahra, Asad and Zahid often have impassioned arguments about religion."
45,margan012,6,"Sunlight on a Broken Column (SBC) is almost an elegy for a world and a way of life that had already disappeared by the time the novel was written. Through the eyes of the young orphaned girl Laila, we are offered a glimpse into the world of the aristocratic Muslim taluqdar (estate holder) families of Oudh. We see everyday life as shaped by an intricate set of codes, rituals and traditions. It is a strictly gender-segregated, patriarchal as well as hierarchical world, one in which izzat, or honour is the paramount value and family reputation is all-important. They have a sense of being a community, not just socially and culturally but also politically and view themselves as being responsible for and holding in trust the lives and prosperity of their tenants. They are shown to extend patronage towards extended family members and acquaintances and even former dancing girls (artists) who have fallen on hard times. In reality, of course, we realise that their privilege, elegant manners and feudal sense of responsibility and patronage is exploitative and unsustainable in light of the coming independence of India."
46,margan012,7,"Though Sunlight on a Broken Column is a fond look at a way of life, community and a culture that is vanishing, it also critiques religion as well as the existing order. The religious and social hypocrisy is exposed in a number of places such as when Laila’s Uncle Mohsin, who is shown to be a debauched character himself, passes judgement on Jumman the washerman’s daughter though it is revealed that he himself had tried to seduce her earlier. Similarly, Laila’s cousin Zahra who reads the Quran five times a day and studies it for an hour every morning is shown to be a vain, frivolous and self-serving person, whereas her cousin Asad, who chafes at studying in the religious school and describes it as pushing him further away from belief is shown to be one of the most likeable and compassionate characters. We see that along with the professed religion and courtliness of many characters goes the exploitation which makes the power and privilege of their class possible."
47,margan012,18,"In Sunlight on a Broken Column, we see the old-world giving way to the new. It is a world that has been shaped by centuries of history, tradition and religion. In this world, the authority of the eldest male member, the head of the family is unquestioned, women live in the zenana (a screened off area of the home in which only very close relatives are allowed) and the pedigree (family, class, status) of a person matters more than their actual qualities. The institution of taluqdari, lends such power and authority to its constituents that Laila’s grandfather, Baba Jan is described as “…living the lives of so many people for them, reducing them to fearing automatons..” Custom dictates that women are to observe purdah (seclusion) from the outside (male) world, elders decide who their children will marry and children wordlessly obey whatever is decided for them by the elders of the family. Yet, we see that this world is already crumbling, as western education prompts many from the younger generation to question some of these customs and ways of doing things."
48,margan012,25,"Religion suffuses the text, and though in the background it keeps popping up as tradition, as culture and as everyday utterings and parts of speech. Rather prophetically, the novel opens with the long illness and subsequent death of Baba Jan, and we see the Quran being read for his health. After his death, his body is taken back to his village, and an all-night vigil and recitation of the Quran next to his dead body takes place, no food is cooked in the house for three days, and women from the barber’s family come to sing songs of mourning. In a similar vein, the rituals accompanying the marriages of Zahra and other family members are also described. There is also an extended and wonderful description of the rituals of Muharram (a day commemorating the martyrdom of the Prophets grandson), the reading of elegiac poetry, the lighting of lamps in the Imambaras (congregation halls) and mourning and chest-beating processions that mark the day."
49,margan015,3,"A Portrait of the Artist as a Young Man by James Joyce values art over ascetic religiosity. While studying at Belvedere College, the novel’s protagonist, Stephen Dedalus, considers joining Catholic priesthood but finds himself repelled by the routine-based lifestyle of the clergy. He instead chooses to pursue art; a decision he reaches upon seeing a girl wading at a beach. Stephen is so enraptured by her otherworldly beauty that he chooses a life of aestheticism over ascetism, wanting to capture the girl’s beauty through artistic means. While traditional religiosity has failed to offer Stephen sustained spiritual enrichment, his experience of the girl’s beauty fills him with an ecstatic joy that carries its own religious feeling. At university, Stephen attempts to forge his own aesthetic theory and ultimately decides to leave Ireland to escape the paralysis of the nation’s spiritual life, seeking a more artistically inclined environment in Paris."
50,margan015,5,"The body and soul are initially imagined as a hierarchy in James Joyce’s A Portrait of the Artist as a Young Man. Young Stephen Dedalus is told by Jesuit teachers that the soul is fundamentally more important than all worldly things. The body and its sensual desires are thus figured by Stephen as crude and animal-like, leading him to disavow his own bodily pleasures and urges to lead an ascetic life. He abandons his ascetism, however, as his faith in the Catholic church is challenged by the Jesuits’ hypocrisy. In his doubt, Stephen is seduced by the allure of aesthetic beauty and finds himself less opposed to the bodily senses needed to experience said beauty. Turning away from Catholicism and toward aestheticism, Stephen’s view of the body becomes less antagonistic, marking an important change in his journey as a budding artist."
51,margan015,7,"James Joyce’s A Portrait of the Artist as a Young Man criticises Catholic faith through its believers. The novel’s protagonist, Stephen Dedalus, attends different Jesuit colleges and finds in all of them priests who are cruel, hypocritical, and inclined to corporeal punishment. Stephen grows distrustful of the clergy but remains a cautious believer. When his school then attends a religious retreat, Stephen is victim to the passionate preaching of Father Arnall, who for pages on end describes in great, vivid detail the divine punishments awaiting sinners upon death. Terrified for his mortal soul, Stephen adopts an ascetic lifestyle and later considers joining the clergy, but years of studying underneath the two-faced, cruel, and at times violent Jesuits ultimately disillusions Stephen of their religious dogma. Doubting the Catholic faith, Stephen finds meaning in the beauty of art instead, choosing an aesthetic life over the oppressive, fear-based tyranny of his childhood religion."
52,margan015,14,"James Joyce’s A Portrait of the Artist as a Young Man brims with allegedly holy people. Young Stephen Dedalus encounters several of them throughout his education, starting at the Jesuit-run Clongowes Wood College. Here Dedalus is witness to the cruelty and deception of various priests: the easily angered Father Arnall, who forces Stephen’s friend, Fleming, to kneel on the classroom floor; the sadistic Father Dolan, who flogs Fleming for his supposed idleness and Stephen for allegedly breaking his own glasses; the seemingly kind rector Father Conmee, who assures Stephen that the flogging incident will not be repeated, only to later reveal that he considered the incident an amusing joke. Stephen grows increasingly sceptical of clergymen and their decidedly unholy behaviour. Upon enrolling at Belvedere College, however, he finds himself scared into submission by their vivid descriptions of hell and damnation. Becoming deeply devout, Stephen considers joining the clergy himself, only to ultimately choose his artistic ambitions over the ascetic life of priesthood, having become disillusioned by their hypocritical behaviours."
53,margan015,18,"In James Joyce’s A Portrait of the Artist as a Young Man, educational institutions gain their authority through religious fears. The novel’s protagonist, Stephen Dedalus, attends three Jesuit colleges, all of which appear to him as hypocritical and suffocating. At Clongowes Wood College, young Stephen finds himself at the mercy of easily angered and often sadistic priests who flog students perceived to be idle or troublesome. Stephen himself is unjustly punished by these priests but otherwise avoids punishment by quiet obedience. At Belvedere College, he is terrorised by promises of eternal damnation to sinners who do not repent, causing him to adopt an ascetic lifestyle and consider life as a priest. At University College, Stephen is encouraged by a friend to dismiss his religious doubts in favour of his mother’s wish for him to attend Easter services. There is in each institution a religious presence, among both students and teachers, that advocates for conformity over free thinking. This atmosphere stifles Stephen’s artistic spirit, and he leaves university for Paris."
54,margan017,3,"The characters of Jack Kerouac’s Dharma Bums are resisting conventional societal norms, preferring a life on the road to the comfort of the family values imposed by American society. As Dharma Bums, they wish to preach the message of Buddhism, which they do through poetry, sutras, and painting. Japhy Ryder and Rol Sturlason paint mountains and sea serpents, and Ray Smith and Japhy Ryder shout poetry at each other in the form of haiku when climbing Matterhorn. The goal of these haiku is to capture both the beauty of nature and the intricate simplicity of Buddhist thought and teaching. Nature itself, through Kerouac’s descriptions, presents itself as art; each scene vividly detailed."
55,margan017,19,"Jack Kerouac’s Dharma Bums sees the main character Ray Smith trek across America. Nature becomes a vital part of Ray’s identity as he grows as a Dharma Bum. The teachings of Japhy Ryder on a climb up Matterhorn becomes the catalyst for Ray, who desires to make Japhy proud. Kerouac depicts the shifting landscape of America, not just geographically but also seasonally, as we follow Ray through an entire year, culminating in a summer atop Desolation Peak. Nature is depicted as a living organism, each part of it, animal life included, brought to life and appreciated as part of a greater whole, emphasizing the interconnectedness of all things preached in Zen Buddhism."
56,margan017,21,"The preparation and eating of food are presented as a ritual in Jack Kerouac’s Dharma Bums. Food and drink are always highlighted in social gatherings, and both the act of preparing and the taste are of great importance. Simultaneously, the food and drink are never expensive. The novel depicts simplicity as a feast, highlighting how good company and simple, well-prepared ingredients make for the greatest meals. Sharing is a central part of the novel, not just of food and drink, but of ideas and views. Ray Smith shares food with people he meets, but he also shares Buddhist wisdom, hoping to get others interested in the life of the Dharma Bums."
57,margan017,28,"In Jack Kerouac’s Dharma Bums, sexuality is explored both in terms of sexual freedom and asceticism. Japhy Ryder has multiple sexual partners, and participating in orgies is considered completely normal. Simultaneously, nakedness is depicted as a form of freedom, with Japhy Ryder climbing mountains naked, and evening gatherings leading to naked dancing, which is also considered perfectly normal. On the other hand, Ray Smith appears uncomfortable with the idea of nakedness and sex. He hesitantly participates in sexual activities, going so far as to say he is celibate, while also finding the naked adventures of Japhy to be strange, even somewhat uncomfortable. Ray Smith’s background as not only a Buddhist, but also a Chrstian, exposes the challenge of living between two opposing faiths."
58,margan017,29,"Jack Kerouac’s Dharma Bums puts the spirituality of Buddhism front and centre. Ray Smith travels America with only a backpack and an adventuring spirit. The conventional family life is forsaken in favour of travel and a minimalist lifestyle. Together with his close friend Japhy Ryder, they learn to live a life of zen: meditating, drinking tea, composing haiku, and being in and with nature. The act of separating from society and instead living in tune with nature becomes a spiritual act for the characters of the novel, who live by the Buddhist notion that all is part of the same void. Kerouac presents a vision of American Buddhism, romanticizing the teachings of zen masters, and exploring how it is to be spiritual and different in a Christian conformist society."
59,margan043,4,"In Ismith Kahn’s The Obeah Man, Zampi – the obeah practitioner who is the novel’s protagonist – distrusts his skills and rues his decision to become an obeah man. He distrusts how he was selected for his apprenticeship; he met the previous incumbent of his role at the local bar and worries he may have been the wrong candidate. Zampi also fears that his obeah is ineffective, and that he does not have the requisite power. He struggles, too, with the sacrifices he must make as an obeah man – he withdraws from the city life in Port of Spain to country life. Rather than the acceptance of specific dogma, belief, in this context, is closer to confidence in one’s status, skill, and decisions, but the agonies Zampi experiences as he considers these issues are framed in the language of interiority that resembles the register of loss-of-faith fiction. In ways quite different to that other genre, Zampi restores his confidence in obeah when he works a successful example of obeah in a public setting, producing through his efforts a wound on the arm of a British visitor to Trinidad. The success not only improves his reputation but also restores his confidence."
60,margan043,5,"In Ismith Kahn’s The Obeah Man, the practice of obeah is closely connected to the body. Massahood – the stick fighter – demonstrates his strength by driving a nail through his arm. Zampi, the obeah man and the novel’s protagonist, re-creates Massahood’s wound on the limb of an English visitor. The novel produces physical evidence of its power in the wound on the Englishman, which is seen by patrons of the Scorpion Tail bar. Zampi works obeah on Massahood’s stick, which the stick man will use in the fight later; the obeah should work to make him physically impervious to attacks. At one point, Massahood in a drunken haze becomes convinced (wrongly, Zampi tells him) that Zampi had frozen his arm – the arm upon which his fame as a fighter rests – using obeah. Zampi’s successful working of obeah on the Englishman also sets in train events that lead to Massahood’s death. Discussion about obeah is characterised by the physical evidence of its success on human bodies; characters ask not what others believe about obeah, but what it does and whether it works."
61,margan043,13,"In Ismith Kahn’s The Obeah Man, a disabled character known as Hop-and-Drop has sought healing from Zampi, the protagonist and the obeah man of the title. Obeah is a religion of the body. Zampi works obeah on bodies to produce physical effects. Zampi nevertheless fails to heal the legs of Hop-and-Drop. While this attempted healing is recounted through flashback, it impacts upon the two days in which the novel takes place. Frustrated by Zampi’s failure, Hop-and-Drop spreads rumours about Zampi’s former lover, Zelda, and about Zampi himself that exacerbate Zampi’s crisis of confidence in his profession. The novel’s invocation of healing brings with it a dark alternative: the consequences of a failure to heal and the frustration this creates. The novel reports several incidents of obeah being worked for harm: Massahood, for instance, believes Zampi has frozen his arm, Zampi also – at the request – of an English visitor produces a wound on the Englishman’s arm, the obeah worked on the Englishman also sets in train a series of events that result in Massahood’s death."
62,margan043,14,"Ismith Kahn’s The Obeah Man depicts the life of an obeah man, Zampi. We learn how one becomes an obeah man through apprenticeship to an aging practitioner; ultimately, the trainee takes over the practice of his tutor after the tutor dies or is incapacitated. The novel depicts the unusual way in which Zampi embarked upon this apprenticeship following a meeting with his teacher in the Britannia bar and followed by some fortuitous signs. We learn that obeah men must live in a remote location – Zampi’s house is at a the top of a waterfall – and help all those who journey to his house: tourists and old associates alike. The novel also details how obeah is practised: to make Massahood impervious to attack during his stick fight, we watch Zampi grind up toadstools and other ingredients to make a paste while chanting over it and then applying this paste to the stick. We watch Zampi deny casual requests for aid; those requiring help must seek him out at home. We also see Zampi work a wound upon an English visitor to Trinidad as proof of the power of his obeah. Zampi is also challenged by a lack of confidence: the sacrifice required to live as an obeah is too great, the success of the obeah worked too uncertain to justify his decision to practice. Zampi’s confidence is restored when he publicly demonstrates the power of his obeah on the arm of the Englishman."
63,margan043,25,"The narrative of Ismith Kahn’s The Obeah Man is shaped by a ritual context. The novel’s action takes place on the two days of carnival. The novel registers how carnival disrupts the social order. Against the backdrop of carnival, Zampi, the protagonist and the obeah man of the title, worries about his profession: he feels alienated by the behaviour of city dwellers during carnival in ways that further his crisis of confidence. He is at home in neither the country where he practises obeah nor the city where he used to live. The physical prowess and violence of the stick fighter Massahood, along with his sexual potency, rise to epic or even monstrous levels during carnival, and Zelda – Zampi’s former lover – is overtly sexual in ways that pose a challenge for Zampi; he is unable to embrace the celibate withdrawn life of the obeah man, and he seeks out Zelda. The disabled character Hop-and-Drop kills Massahood to defend Zelda – with whom he is infatuated –from sexual assault. The novel also depicts several exchanges between the central cast of characters and nameless costumed figures, including a phantasmagorical, violent exchange in the Scorpion Tail bar with a costumed dragon."
64,margan021,3,"Religion and the arts are interwoven in McNickle’s portrayal of Archilde Leon, whose  musical gifts position him at a crossroads. Having spent time in Portland pursuing a career as a violinist, he returns to his family uncertain whether to commit to his musical training or remain among his people. Within the valley, music finds its outlet in the Church, where twice a week Archilde plays violin alongside Father Christodore at the piano. His relationship to the institution seems primarily aesthetic and, while he admires the frescos and paintings, he can no longer feel the power of the Chrisitan message within them. For Archilde the Church is primarily a ‘theatre of movement and ceremony’ rather than a place of worship."
65,margan021,6,"Community in The Surrounded is already fractured along the fault lines of settlement and assimilation before the novel’s action begins. Max Leon, Archilde's Spanish father, is a representative of the Old World settler culture that has reshaped the reservation, yet his fluency in Salish registers his long accommodation to the community he married into. The novel registers the historical process by which the Salish peoples of western Montana and northern Idaho surrendered their territorial claims in exchange for a fixed plot of land and compensation that proved largely worthless. Max has navigated this transition shrewdly and this sets him apart from figures like Moser, the Indian trader who arrived too late and reinvented himself unsuccessfully as a merchant. The ongoing encroachment of the outside world is registered in the midsummer festival towards the end of the novel where traditional customs sit uncomfortably alongside a bucking contest and a baseball game."
66,margan021,11,"In The Surrounded, conversion to Christianity is shown to be unstable and ultimately reversible. Catherine Le Loup, daughter of Running Wolf, is renamed Faithful Catherine by the mission sisters, and this becomes the only identity she consciously knew. Yet following her return from the mountain and her involvement in the killing of a man, she comes to feel herself beyond Christian forgiveness, and quietly she reverts, becoming a ‘pagan’ again. Her alienation from the faith finds its sharpest expression in a dream in which she dies and ascends to heaven, only to discover that it is a white man's heaven. Archilde’s own estrangement follows a different course and suggests the secularizing influence of the city. His return home makes him recognise that Christianity had already slipped away from him with his childhood, and he stops attending church and tries to persuade his nephew Mike that the stories told to him by the Fathers are nothing but lies."
67,margan021,18,"In The Surrounded, the religious institutions that shape Salish life form an interconnected network of colonial authority. The Christian mission was created by the Jesuit Order around 1854 and one of their founding members, Father Grepilloux, has returned to die in the valley he helped transform. From the Mission other institutions extend outward. These include an Indian School in Oregon where Archilde learns the violin, not as part of the official curriculum but in secret from the school printer, and the Catholic Mission school where his mother learned household management from the Sisters. The human cost of these institutions is most visible in Archilde’s nephew Mike, who returns from the mission school traumatised by harsh punishment and tormented by visitations from the Evil One. The Indian Agency also features prominently in the novel making clear the connections between the religious and secular manifestations of state power."
68,margan021,22,"Place in The Surrounded is layered with competing histories and meanings. Archilde returns not simply to a ranch in Montana but to the Sniél-eman valley, a landscape whose Salish name registers the Indigenous presence that white settlement has sought to displace. Against this backdrop, the holy mission town of St. Xavier looms large, its church dominating what is called the Old Town (the Indian-town) in a piece of spatial symbolism that reveals the colonial and religious forces that have shaped the community. Archilde’s return from Portland, where he has been playing violin in an orchestra, sharpens the novel's sense of place as a site of tension between worlds. His homecoming becomes an encounter not just with family but with the accumulated weight of a place caught between Indigenous memory and colonial transformation."
69,margan021,25,"In The Surrounded, ritual operates on multiple levels, from the everyday to the ceremonial, and its treatment reveals the disruption that colonial and missionary culture has visited upon Salish life. For Archilde, the simple anticipated pleasures of fishing and riding on his return home carry the quality of restorative rituals grounding him in the valley. But the novel reaches deeper into the history of ritual through the mission daybooks in which the Fathers recorded their efforts to reshape Salish spiritual practice, replacing native feasts and communal acts of atonement with the Eucharist and Confession. The daybook entries also reveal a transitional and troubling hybrid practice in which faults were first covered by the whip and then by confession. The novel ends with another hybrid ritual: a combination of the traditional midsummer dance which was a test of strength and endurance with Fourth of July celebrations. Seeking to atone for her killing of the game warden Archilde’s mother Catherine asks to be whipped in a revival of the cleansing ritual that would traditionally have preceded the dance."
70,margan024,3,"Dancing in R. K. Narayan’s novel The Guide serves as a substitute for religion. Its protagonist, Raju, is enchanted by the traditional dance performed by Rosie – a married woman whom he loves. Despite his lack of religiosity, Raju is moved by an art rooted in religious rituals, and he goes on to nurture Rosie’s dreams of performing for live audiences. Her dancing quickly becomes famous throughout India, and the popularity of her art implies a need for some sort of religious experience – even if Rosie exclusively performs at secular venues, thus cutting her art off from its original context. As Rosie’s career skyrockets, Raju becomes increasingly more controlling of her, exploiting her talents for profit and status until finally he is imprisoned for forging her signature. Upon release, Raju accidentally becomes the spiritual guide to a local community – a role which he accepts with some hesitation. As his deception goes on, he leads the locals through sermons using song and clapping, echoing the bodily and musical arts of Rosie, albeit in an explicitly religious setting with a (somewhat) disingenuous performer. "
71,margan024,7,"The Guide by R. K. Narayan offers an ambiguous critique of Hinduism in India. The novel switches between a past narrative of its protagonist, Raju, and a present narrative of the holy man he is perceived to be. In the former narrative, Raju is guided by lust and greed and imprisoned for forgery. In the latter narrative, a recently released Raju stumbles into the role of spiritual guide to the local community of a temple he just so happens to inhabit. His motivations are selfish, thus making his followers’ worship of him seem ignorant and superstitious; they mistake Raju for a sadhu, expecting him to perform miracles such as conjuring rain in the middle of a drought. The critique is complicated by the fact that Raju’s deception appears to benefit the locals, and his acceptance of his role by the novel’s end makes it seem as if he has become what he pretended to be. The novel cuts off, however, before the arrival of rain (or lack thereof) can confirm or deny his holiness."
72,margan024,14,"R. K. Narayan’s novel The Guide features the fraudulent Raju as he accidentally – or by fate – becomes a holy man in South India. The narrative switches between Raju’s background of adultery, greed, and deception (told in the first person) and his present situation of being perceived as a sadhu by a local community (told in the third person). Raju stumbles into the role accidentally and stays in it for selfish reasons, although the role tempers his selfishness as he gives back to the community. However, Raju eventually finds himself trapped in the role as miscommunication and a drought leads the locals into believing that he will fast until the rains arrive. Raju begrudgingly – then later more enthusiastically – accepts this. It is ambiguous whether Raju’s transformation is a genuine one or a deception gone too far; him playing the part of sadhu appears to benefit the locals, but his motivations are primarily selfish, and his proper acceptance of his role comes very late in the narrative. The novel offers no clear interpretation of Raju’s perceived holiness; it ends with Raju collapsing after allegedly sensing the arrival of rain. "
73,margan024,21,"R. K. Narayan’s novel The Guide walks an uneasy line between genuine religious performance and hypocrisy. In the past narrative, the protagonist Raju performs religiosity under the watchful gaze of his father, only to later exploit the ritual dance of his lover, Rosie, whose signature he forges. In the present-day narrative, Raju is released from prison and takes refuge in a Hindu temple, only to be mistaken for a spiritual guide. Instead of coming clean, Raju performs the role of sadhu, solving the local’s everyday problems and offering spiritual guidance. He holds sermons using religious songs, texts, and fables, much like a proper sadhu might. However, it is all laced with a sense of hypocrisy and ignorance, as Raju’s performance is not genuine, but an act for his own benefit. He is ultimately trapped in his role as a drought requires him to fast in the hopes of rain, although the novel cuts off before the rain may (or may not) arrive. Before the end, however, Raju accepts his role enthusiastically, perhaps implying that he has become the sadhu he pretended to be. "
74,margan024,27,"Sacrifice in R. K. Narayan’s novel The Guide is mostly done unwillingly. The protagonist, Raju, spends his life primarily motivated by lust and greed, only to find himself mistaken for a sadhu. He accepts the role for the easy access to food and adoration it brings, but his greed is tempered over time, and he redistributes the locals’ gifts back to them, sacrificing his own goods for the community. His transformation, however, is tested as a drought makes life more difficult for the locals. Violent conflicts rise beyond Raju’s powers of diplomacy, and miscommunication leads the locals into thinking that Raju will fast until the rains arrive. Raju tries to cheat his fast in private but fails. Like a sacrificial lamb, Raju must step into the ascetic lifestyle he has only partially adopted. He accepts his fate, however, and on the eleventh day of his fast he stands in the dried-out river and announces the arrival of rain before collapsing. It is ambiguous whether the rain actually arrives and whether Raju survives the fast, but his sacrifice as a religious figure does stop the violence caused by the drought."
75,margan044,3,"At the centre of Chaim Potok’s novel, My Name is Asher Lev, is the protagonist Asher Lev and his gift for art. The novel follows Asher’s childhood and young adulthood as he navigates his family’s Hasidic Jewish commitment, his parents’ desire for him to follow the family tradition of service to their Rebbe and his own desire to become an artist. From early childhood Asher has a gift for drawing and a desire to interpret the world around him through drawing and painting. He regularly draws his family, people in his community and the Rebbe (his community’s religious leader). From childhood he resists his mother’s attempts to persuade him to produce pretty drawings and instead focuses on representing truth. His parents, especially his father, fear that his art will take him away from Judaism. Throughout the novel Asher understands his ability to draw and paint as a gift, which he at times rejects and dislikes because of the conflict in causes within his family. The Rebbe intervenes, condones Asher’s drawing and sends him to Jacob Kahn, a great artist who is also a secular Jew. Kahn mentors Asher and teaches him about art, insisting that Asher must learn Christian art forms and history like crucifixions so that he can understand the history of art and form. Asher chooses to follow the path of the artist while also continuing his commitment to Judaism, concluding that creation and destruction in creativity, art and himself as an artist are inextricably linked. See also image."
76,margan044,16,"The opening of Chaim Potok’s novel, My Name is Asher Lev, gives the first mention of Asher Lev’s famous painting, the Brooklyn Crucifixion. The painting reappears at the climax of the novel.  In the work, Asher paints his mother in the form of a crucifixion, as he attempts to portray her suffering from all the ways in which she has been torn between himself and his father. His family and community are shocked at his use of a Christian form and particularly one that is in ineradicably tied up with the history of violence against Jews. The Rebbe understands Asher’s need to use the form of the crucifixion because of its place in European art but the rest of his community does not understand and feels betrayed. Asher leaves Brooklyn for Paris in the midst of the turmoil caused the crucifixions. The Brooklyn Cruxifixion is foreshadowed earlier in the text where Asher studies and copies paintings of the crucifixion in order to capture the unique expression on Jesus’s face. "
77,margan044,14,"The Rebbe is the religious leader of the community of Ladover Hasidim based in Brooklyn but with synagogues and schools around the United States and in Europe explored in Chaim Potok’s Novel, My Name is Asher Lev. The Rebbe is frequently invoked across the text but rarely appears. His first physical experience is in the synagogue, where he is described as being scarcely visible as his head and face are covered by a tallis (prayer shawl). Asher’s father is also a leader in the community. He works for the Rebbe and spends much of his time traveling in order to build up Ladover Hasidic communities in the United States and Europe. He regularly acts as the Rebbe’s representative and therefore has high status in the community. Early in the novel he assists several Jews in escaping from the Stalinist USSR, one of his many actions that give him the respect and admiration of his community. "
78,margan044,25,"The significance of Hasidic Jewish practice in daily life is emphasised throughout Chaim Potok’s novel, My Name is Asher Lev. Jewish prayers, songs, Talmud study and the rituals of weekly Shabbos and annual festivals and holy days are referred to frequently throughout the text. The novels presents family life as structured by daily, weekly and annual repeated prayers and rituals, although the detail of the rituals is rarely given. As a young boy Asher mentions that he marks time by school tests and holy days and festivals. Several years after Asher first begins to study and work with Jacob Kahn, they spontaneously dance together holding a Torah scroll during the feast of Simchas Torah where Jewish delight in Torah is celebrated. This joyful moment is captured later by Kahn in a bronze sculpture that he is so fond of he keeps at home, thus marking the depth of Asher and Jacob’s connection and a rare moment of joyful connection between art and religion in the text. "
79,margan025,14,"Powys’s A Glastonbury Romance features a rotating cast of holy people. At the forefront of public life in the community is a fanatical lay-preacher, John Geard, who uses an unexpected inheritance to leverage his charismatic hold over the population into political power as mayor of Glastonbury. Geard hatches a plot to turn Glastonbury into the centre of a new syncretic (pagan-Christian) religion with an annual festival, a ‘Glastonbury revival’ with no connection to existing churches. The son of a vicar, Sam Dekker, aspires to the condition of a medieval mystic or a saint practising sensory deprivation and experiencing a series of epiphanies in which he sees first Christ on the cross and then a vision of the Grail cup holding Christ’s blood. Among other holy people in the novel are Sam Dekker’s father, the vicar of Glastonbury, who falls in love with the same man as his son, Owen Evans, a mystic and student of Welsh mythology who plays the role of the crucified Christ in the pageant. Several characters might be read as variations on the holy fool including Bet Chinnock (Mad Bet) who takes a witch-like role and is later identified as a Grail messenger. "
80,margan025,21,"Midway through Powys’s A Glastonbury Romance the mayor John Geard stages a Midsummer Glastonbury Pageant as part of his plan to revive Glastonbury as the centre of a new syncretic religion. The Pageant attracts a large crowd of locals as well as travelling performers and tradespeople and an impressive number of audience members from overseas including a pair of monks from a monastery in the Caucasus and a Greek orthodox priest. The Pageant goes ahead in the midst of agitation and protests from striking factory workers symbolic of the conflict between communism and religious and civic authority in the novel. But nothing goes to plan, and a three part programme merging Cymric mythology (specifically a dumbshow showing the coronation of Arthur and Guinevere) with a Passion Play, ends in chaos when Owen Evans, playing the crucified Christ, loses consciousness on the cross."
81,margan025,28,"Powys’s Glastonbury Romance suggests a generative tension between religious practices, traditions and taboos and a wide variety of sexual acts, feelings and perversions. The novel depicts many examples and evidence of non-normative and transgressive sexual desires and relations including extramarital sex, same-sex and bisexual relations, incestuous desires, sex work, lechery and illegitimacy. Much of the spiritual content of the novel seems erotic in character and religious activities and imaginaries are often suffused with wild energies suggesting the pagan history and spirit of Glastonbury. "
82,margan025,22,"The town of Glastonbury in Somerset, England is the setting for Powys’s novel and provides much of its thematic and spiritual significance. Central to English mythology and to Arthurian and Grail legends in particular the town is saturated in cultic and spiritual meaning and tradition. It has, the novel states, ‘a personality of its own.’ It is this history on which the mayor John Geard attempts to draw through his annual festival or ‘Glastonbury revival’. At the same time Powys acknowledges the encroachment of modern industry into rural Somerset and the fictional Glastonbury is the site of a Municipal factory run by Philip Crow who plans further industrial development in the area. Towards the end of the novel the landscape takes on biblical and apocalyptic features as a flood threatens to engulf the town.  "
83,margan025,27,"The centrepiece of the Midsommer Glastonbury Pageant is a Passion Play featuring a local man, Owen Evans, as the crucified Christ. The preparations and staging of this imitated Crucifixion are heavily ironized and its spiritual meaning undercut by the narrative which, focalized through Evans, registers his secret masochistic satisfaction and growing religious doubts. He eventually loses consciousness and is taken to hospital where he later recovers. 
Continues from 21 (performance) "
84,margan032,22,"Stars, mountains, rivers, rain and plants are significant in Leslie Marmon Silko’s novel Ceremony. The novel is set in the American southwest, in and around the Laguna Pueblo reservation (it includes other locations, such as flashbacks to Tayo’s wartime experiences in the Pacific). Through the parallel stories in the poetic and prose segments of the novel (several of the poems are dedicated to Hummingbird and Fly’s quest to end a drought caused by offense to Corn Woman) and many of Tayo’s encounters with land, animals and people, Silko makes it clear that the health of the people is entwined with the health of the land. Drought, trauma, and community and environmental degradation are portrayed as interconnected across the novel. Healing, ceremony and personal strength are deeply connected to the land, as the medicine man Betonie explains, ‘it is the people who belong to the mountain’ (p. 128). "
